timestamp,line,batch_id,event,status,machine,active_runtime_s,active_runtime_formatted,total_elapsed_s,total_elapsed_formatted,batch_duration_s,batch_duration_formatted,total_pause_s,total_pause_formatted,pause_count,avg_pause_duration_s,efficiency_percent,production_rate_per_hour,wifi_rssi,wifi_quality
2026-05-05 18:06:28,door,10,STATUS,RUNNING,Wood_Line_1,480,,480,,,,0,,0,,100.0,7.5,-77,Poor
2026-05-05 18:07:28,door,10,STATUS,RUNNING,Wood_Line_1,540,,540,,,,0,,0,,100.0,6.67,-76,Poor
2026-05-05 18:07:28,door,10,STATUS,RUNNING,Wood_Line_1,540,,540,,,,0,,0,,100.0,6.67,-76,Poor
2026-05-05 18:07:52,door,10,END,STOPPED,Wood_Line_1,563,,563,,,,0,,0,,100.0,6.39,-77,Poor
2026-05-05 18:07:52,door,10,END,STOPPED,Wood_Line_1,563,,563,,,,0,,0,,100.0,6.39,-77,Poor
2026-05-05 18:07:58,door,11,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor
2026-05-05 18:07:58,door,11,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor
2026-05-05 18:08:58,door,11,STATUS,RUNNING,Wood_Line_1,60,,60,,,,0,,0,,100.0,60.0,-80,Poor
2026-05-05 18:08:58,door,11,STATUS,RUNNING,Wood_Line_1,60,,60,,,,0,,0,,100.0,60.0,-80,Poor
2026-05-05 18:09:58,door,11,STATUS,RUNNING,Wood_Line_1,120,,120,,,,0,,0,,100.0,30.0,-81,Poor
2026-05-05 18:09:58,door,11,STATUS,RUNNING,Wood_Line_1,120,,120,,,,0,,0,,100.0,30.0,-81,Poor
2026-05-05 18:10:12,frame,16,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-82,Poor
2026-05-05 18:10:12,frame,16,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-82,Poor
2026-05-05 18:10:58,door,11,STATUS,RUNNING,Wood_Line_1,180,,180,,,,0,,0,,100.0,20.0,-81,Poor
2026-05-05 18:10:58,door,11,STATUS,RUNNING,Wood_Line_1,180,,180,,,,0,,0,,100.0,20.0,-81,Poor
2026-05-05 18:11:12,frame,16,STATUS,RUNNING,Wood_Line_1,60,,60,,,,0,,0,,100.0,60.0,-81,Poor
2026-05-05 18:11:12,frame,16,STATUS,RUNNING,Wood_Line_1,60,,60,,,,0,,0,,100.0,60.0,-81,Poor
2026-05-05 18:11:58,door,11,STATUS,RUNNING,Wood_Line_1,240,,240,,,,0,,0,,100.0,15.0,-80,Poor
2026-05-05 18:11:58,door,11,STATUS,RUNNING,Wood_Line_1,240,,240,,,,0,,0,,100.0,15.0,-80,Poor
2026-05-05 18:12:12,frame,16,STATUS,RUNNING,Wood_Line_1,120,,120,,,,0,,0,,100.0,30.0,-79,Poor
2026-05-05 18:12:12,frame,16,STATUS,RUNNING,Wood_Line_1,120,,120,,,,0,,0,,100.0,30.0,-79,Poor
2026-05-05 18:12:58,door,11,STATUS,RUNNING,Wood_Line_1,300,,300,,,,0,,0,,100.0,12.0,-81,Poor,Arduino
2026-05-05 18:12:58,door,11,STATUS,RUNNING,Wood_Line_1,300,,300,,,,0,,0,,100.0,12.0,-81,Poor,Arduino
2026-05-05 18:13:12,frame,16,STATUS,RUNNING,Wood_Line_1,180,,180,,,,0,,0,,100.0,20.0,-80,Poor,Arduino
2026-05-05 18:13:12,frame,16,STATUS,RUNNING,Wood_Line_1,180,,180,,,,0,,0,,100.0,20.0,-80,Poor,Arduino
2026-05-05 18:13:58,door,11,STATUS,RUNNING,Wood_Line_1,360,,360,,,,0,,0,,100.0,10.0,-79,Poor,Arduino
2026-05-05 18:13:58,door,11,STATUS,RUNNING,Wood_Line_1,360,,360,,,,0,,0,,100.0,10.0,-79,Poor,Arduino
2026-05-05 18:14:12,frame,16,STATUS,RUNNING,Wood_Line_1,240,,240,,,,0,,0,,100.0,15.0,-78,Poor,Arduino
2026-05-05 18:14:12,frame,16,STATUS,RUNNING,Wood_Line_1,240,,240,,,,0,,0,,100.0,15.0,-78,Poor,Arduino
2026-05-05 18:14:58,door,11,STATUS,RUNNING,Wood_Line_1,420,,420,,,,0,,0,,100.0,8.57,-76,Poor,Arduino
2026-05-05 18:14:58,door,11,STATUS,RUNNING,Wood_Line_1,420,,420,,,,0,,0,,100.0,8.57,-76,Poor,Arduino
2026-05-05 18:15:12,frame,16,STATUS,RUNNING,Wood_Line_1,300,,300,,,,0,,0,,100.0,12.0,-76,Poor,Arduino
2026-05-05 18:15:12,frame,16,STATUS,RUNNING,Wood_Line_1,300,,300,,,,0,,0,,100.0,12.0,-76,Poor,Arduino
2026-05-05 18:15:58,door,11,STATUS,RUNNING,Wood_Line_1,480,,480,,,,0,,0,,100.0,7.5,-81,Poor,Arduino
2026-05-05 18:15:58,door,11,STATUS,RUNNING,Wood_Line_1,480,,480,,,,0,,0,,100.0,7.5,-81,Poor,Arduino
2026-05-05 18:16:12,frame,16,STATUS,RUNNING,Wood_Line_1,360,,360,,,,0,,0,,100.0,10.0,-81,Poor,Arduino
2026-05-05 18:16:12,frame,16,STATUS,RUNNING,Wood_Line_1,360,,360,,,,0,,0,,100.0,10.0,-81,Poor,Arduino
2026-05-05T21:16:36.171657,door,,COMMAND,START,,,,,,,,,,,,,,,,Website
2026-05-05 18:16:58,door,11,STATUS,RUNNING,Wood_Line_1,540,,540,,,,0,,0,,100.0,6.67,-82,Poor,Arduino
2026-05-05 18:16:58,door,11,STATUS,RUNNING,Wood_Line_1,540,,540,,,,0,,0,,100.0,6.67,-82,Poor,Arduino
2026-05-05 18:17:12,frame,16,STATUS,RUNNING,Wood_Line_1,420,,420,,,,0,,0,,100.0,8.57,-81,Poor,Arduino
2026-05-05 18:17:12,frame,16,STATUS,RUNNING,Wood_Line_1,420,,420,,,,0,,0,,100.0,8.57,-81,Poor,Arduino
2026-05-05 18:17:58,door,11,STATUS,RUNNING,Wood_Line_1,600,,600,,,,0,,0,,100.0,6.0,-81,Poor,Arduino
2026-05-05 18:17:58,door,11,STATUS,RUNNING,Wood_Line_1,600,,600,,,,0,,0,,100.0,6.0,-81,Poor,Arduino
2026-05-05T21:18:11.440035,frame,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05 18:18:12,frame,16,END,STOPPED,Wood_Line_1,479,,479,,,,0,,0,,100.0,7.52,-81,Poor,Arduino
2026-05-05 18:18:12,frame,16,END,STOPPED,Wood_Line_1,479,,479,,,,0,,0,,100.0,7.52,-81,Poor,Arduino
2026-05-05T21:18:16.125565,door,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05 18:18:16,door,11,END,STOPPED,Wood_Line_1,618,,618,,,,0,,0,,100.0,5.83,-82,Poor,Arduino
2026-05-05 18:18:16,door,11,END,STOPPED,Wood_Line_1,618,,618,,,,0,,0,,100.0,5.83,-82,Poor,Arduino
2026-05-05T21:42:47.170117,door,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05T21:42:48.768245,door,,COMMAND,PAUSE,,,,,,,,,,,,,,,,Website
2026-05-05T21:42:56.925207,door,,COMMAND,PAUSE,,,,,,,,,,,,,,,,Website
2026-05-05T21:43:13.136066,door,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05T21:43:54.868945,door,,COMMAND,PAUSE,,,,,,,,,,,,,,,,Website
2026-05-05T21:44:04.994960,door,,ADVANCE,FINISHED,,,,,,,,,,,,,,,,Website
2026-05-05T21:45:22.478385,door,JOB-915375,START,,,,,,,,,,,,,,,,,Website Auto-Deploy
2026-05-05 18:45:24,door,12,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-75,Poor,Arduino
2026-05-05 18:45:24,door,12,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-75,Poor,Arduino
2026-05-05 18:46:24,door,12,STATUS,RUNNING,Wood_Line_1,60,,60,,,,0,,0,,100.0,60.0,-76,Poor,Arduino
2026-05-05 18:46:24,door,12,STATUS,RUNNING,Wood_Line_1,60,,60,,,,0,,0,,100.0,60.0,-76,Poor,Arduino
2026-05-05T21:47:19.898641,door,,COMMAND,PAUSE,,,,,,,,,,,,,,,,Website
2026-05-05 18:47:20,door,12,PAUSE,PAUSED,Wood_Line_1,116,,116,,,,0,,1,,100.0,31.03,-75,Poor,Arduino
2026-05-05 18:47:20,door,12,PAUSE,PAUSED,Wood_Line_1,116,,116,,,,0,,1,,100.0,31.03,-75,Poor,Arduino
2026-05-05T21:47:29.684373,door,,ADVANCE,FINISHED,Wood_Line_1,,,,,,,,,,,,,,,Website
2026-05-05T21:47:34.979573,frame,,ADVANCE,READY,Rip Saw,,,,,,,,,,,,,,,Website
2026-05-05T21:47:35.693217,frame,,ADVANCE,READY,Surface Planner,,,,,,,,,,,,,,,Website
2026-05-05T21:47:36.589802,frame,,ADVANCE,READY,Thickness Planner,,,,,,,,,,,,,,,Website
2026-05-05T21:47:36.973599,frame,,ADVANCE,READY,6 Head Molder,,,,,,,,,,,,,,,Website
2026-05-05T21:47:37.800243,frame,,ADVANCE,READY,Rip Saw,,,,,,,,,,,,,,,Website
2026-05-05T21:50:58.208710,frame,,COMMAND,START,,,,,,,,,,,,,,,,Website
2026-05-05 18:51:00,frame,17,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor,Arduino
2026-05-05 18:51:00,frame,17,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor,Arduino
2026-05-05T21:51:05.881603,frame,,COMMAND,PAUSE,,,,,,,,,,,,,,,,Website
2026-05-05 18:51:06,frame,17,PAUSE,PAUSED,Wood_Line_1,5,,5,,,,0,,1,,100.0,720.0,-76,Poor,Arduino
2026-05-05 18:51:06,frame,17,PAUSE,PAUSED,Wood_Line_1,5,,5,,,,0,,1,,100.0,720.0,-76,Poor,Arduino
2026-05-05T21:51:09.562767,frame,,COMMAND,RESUME,,,,,,,,,,,,,,,,Website
2026-05-05 18:51:10,frame,17,RESUME,RUNNING,Wood_Line_1,5,,10,,,,4,,1,,59.59,720.0,-77,Poor,Arduino
2026-05-05 18:51:10,frame,17,RESUME,RUNNING,Wood_Line_1,5,,10,,,,4,,1,,59.59,720.0,-77,Poor,Arduino
2026-05-05T21:51:14.862089,frame,,ADVANCE,FINISHED,Wood_Line_1,,,,,,,,,,,,,,,Website
2026-05-05T21:51:17.982730,arch,,COMMAND,START,,,,,,,,,,,,,,,,Website
2026-05-05 18:51:18,arch,6,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor,Arduino
2026-05-05 18:51:18,arch,6,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor,Arduino
2026-05-05T21:51:53.867069,arch,,ADVANCE,FINISHED,Wood_Line_1,,,,,,,,,,,,,,,Website
2026-05-05 18:52:00,frame,17,STATUS,RUNNING,Wood_Line_1,55,,60,,,,4,,1,,93.24,65.45,-80,Poor,Arduino
2026-05-05 18:52:00,frame,17,STATUS,RUNNING,Wood_Line_1,55,,60,,,,4,,1,,93.24,65.45,-80,Poor,Arduino
2026-05-05 18:52:18,arch,6,STATUS,RUNNING,Wood_Line_1,60,,60,,,,0,,0,,100.0,60.0,-78,Poor,Arduino
2026-05-05 18:52:18,arch,6,STATUS,RUNNING,Wood_Line_1,60,,60,,,,0,,0,,100.0,60.0,-78,Poor,Arduino
2026-05-05 18:53:00,frame,17,STATUS,RUNNING,Wood_Line_1,115,,120,,,,4,,1,,96.62,31.3,-78,Poor,Arduino
2026-05-05 18:53:00,frame,17,STATUS,RUNNING,Wood_Line_1,115,,120,,,,4,,1,,96.62,31.3,-78,Poor,Arduino
2026-05-05 18:53:18,arch,6,STATUS,RUNNING,Wood_Line_1,120,,120,,,,0,,0,,100.0,30.0,-79,Poor,Arduino
2026-05-05 18:53:18,arch,6,STATUS,RUNNING,Wood_Line_1,120,,120,,,,0,,0,,100.0,30.0,-79,Poor,Arduino
2026-05-05T21:53:40.912421,frame,,ADVANCE,FINISHED,Wood_Line_1,,,,,,,,,,,,,,,Website
2026-05-05T21:53:43.520192,arch,,COMMAND,START,,,,,,,,,,,,,,,,Website
2026-05-05T21:53:48.702049,arch,,COMMAND,START,,,,,,,,,,,,,,,,Website
2026-05-05T21:53:51.164818,arch,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05 18:53:52,arch,6,END,STOPPED,Wood_Line_1,153,,153,,,,0,,0,,100.0,23.53,-80,Poor,Arduino
2026-05-05 18:53:52,arch,6,END,STOPPED,Wood_Line_1,153,,153,,,,0,,0,,100.0,23.53,-80,Poor,Arduino
2026-05-05 18:54:00,frame,17,STATUS,RUNNING,Wood_Line_1,175,,180,,,,4,,1,,97.75,20.57,-81,Poor,Arduino
2026-05-05 18:54:00,frame,17,STATUS,RUNNING,Wood_Line_1,175,,180,,,,4,,1,,97.75,20.57,-81,Poor,Arduino
2026-05-05 18:55:00,frame,17,STATUS,RUNNING,Wood_Line_1,235,,240,,,,4,,1,,98.31,15.32,-77,Poor,Arduino
2026-05-05 18:55:00,frame,17,STATUS,RUNNING,Wood_Line_1,235,,240,,,,4,,1,,98.31,15.32,-77,Poor,Arduino
2026-05-05 18:56:00,frame,17,STATUS,RUNNING,Wood_Line_1,295,,300,,,,4,,1,,98.65,12.2,-77,Poor,Arduino
2026-05-05 18:56:00,frame,17,STATUS,RUNNING,Wood_Line_1,295,,300,,,,4,,1,,98.65,12.2,-77,Poor,Arduino
2026-05-05 18:57:00,frame,17,STATUS,RUNNING,Wood_Line_1,355,,360,,,,4,,1,,98.87,10.14,-77,Poor,Arduino
2026-05-05 18:57:00,frame,17,STATUS,RUNNING,Wood_Line_1,355,,360,,,,4,,1,,98.87,10.14,-77,Poor,Arduino
2026-05-05 18:58:00,frame,17,STATUS,RUNNING,Wood_Line_1,415,,420,,,,4,,1,,99.03,8.67,-79,Poor,Arduino
2026-05-05 18:58:00,frame,17,STATUS,RUNNING,Wood_Line_1,415,,420,,,,4,,1,,99.03,8.67,-79,Poor,Arduino
2026-05-05T21:58:24.777401,frame,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05 18:58:26,frame,17,END,STOPPED,Wood_Line_1,441,,445,,,,4,,1,,99.09,8.09,-77,Poor,Arduino
2026-05-05 18:58:26,frame,17,END,STOPPED,Wood_Line_1,441,,445,,,,4,,1,,99.09,8.09,-77,Poor,Arduino
2026-05-05T22:05:22.710373,door,JOB-787897,START,,,,,,,,,,,,,,,,,Website Auto-Deploy
2026-05-05T22:05:27.151859,door,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05 19:05:28,door,12,END,STOPPED,Wood_Line_1,116,,1204,,,,1088,,1,,9.65,2.99,-78,Poor,Arduino
2026-05-05 19:05:28,door,12,END,FINISHED,Wood_Line_1,116,,1204,,,,1088,,1,,9.65,2.99,-78,Poor,Arduino
2026-05-05T22:05:49.749086,frame,,COMMAND,START,,,,,,,,,,,,,,,,Website
2026-05-05 19:05:50,frame,18,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-77,Poor,Arduino
2026-05-05 19:05:50,frame,18,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-77,Poor,Arduino
2026-05-05T22:05:56.759050,frame,,ADVANCE,RUNNING,Rip Saw,,,,,,,,,,,,,,,Website
2026-05-05T22:06:03.037757,frame,,ADVANCE,RUNNING,Surface Planner,,,,,,,,,,,,,,,Website
2026-05-05T22:06:06.109734,frame,,ADVANCE,RUNNING,Thickness Planner,,,,,,,,,,,,,,,Website
2026-05-05T22:06:06.727351,frame,,ADVANCE,RUNNING,6 Head Molder,,,,,,,,,,,,,,,Website
2026-05-05T22:06:07.414147,frame,,ADVANCE,RUNNING,Rip Saw,,,,,,,,,,,,,,,Website
2026-05-05T22:06:08.423301,frame,,ADVANCE,RUNNING,Surface Planner,,,,,,,,,,,,,,,Website
2026-05-05T22:06:10.931031,frame,,COMMAND,PAUSE,,,,,,,,,,,,,,,,Website
2026-05-05 19:06:12,frame,18,PAUSE,PAUSED,Wood_Line_1,22,,22,,,,0,,1,,100.0,163.64,-77,Poor,Arduino
2026-05-05 19:06:12,frame,18,PAUSE,PAUSED,Wood_Line_1,22,,22,,,,0,,1,,100.0,163.64,-77,Poor,Arduino
2026-05-05T22:06:17.447244,frame,,COMMAND,RESUME,,,,,,,,,,,,,,,,Website
2026-05-05 19:06:18,frame,18,RESUME,RUNNING,Wood_Line_1,22,,27,,,,5,,1,,78.64,163.64,-77,Poor,Arduino
2026-05-05 19:06:18,frame,18,RESUME,RUNNING,Wood_Line_1,22,,27,,,,5,,1,,78.64,163.64,-77,Poor,Arduino
2026-05-05T22:06:20.673595,frame,,COMMAND,PAUSE,,,,,,,,,,,,,,,,Website
2026-05-05T22:06:22.180435,frame,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05 19:06:22,frame,18,END,STOPPED,Wood_Line_1,26,,31,,,,5,,1,,81.31,116.13,-78,Poor,Arduino
2026-05-05 19:06:22,frame,18,END,FINISHED,Wood_Line_1,26,,31,,,,5,,1,,81.31,116.13,-78,Poor,Arduino
2026-05-05T22:06:26.780016,arch,,COMMAND,START,,,,,,,,,,,,,,,,Website
2026-05-05 19:06:28,arch,7,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor,Arduino
2026-05-05 19:06:28,arch,7,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor,Arduino
2026-05-05 19:06:19,door,12,BOOT,IDLE,Wood_Line_1,0,,0,,,,0,,0,,0.0,0.0,-79,Poor,Arduino
2026-05-05 19:06:19,frame,18,BOOT,IDLE,Wood_Line_1,0,,0,,,,0,,0,,0.0,0.0,-78,Poor,Arduino
2026-05-05 19:06:19,arch,7,BOOT,IDLE,Wood_Line_1,0,,0,,,,0,,0,,0.0,0.0,-77,Poor,Arduino
2026-05-05T22:06:58.008726,arch,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05T22:08:00.409348,arch,,COMMAND,END,,,,,,,,,,,,,,,,Website
2026-05-05T22:09:06.032859,door,JOB-958072,START,,,,,,,,,,,,,,,,,Website Auto-Deploy
2026-05-05 19:09:06,door,13,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor,Arduino
2026-05-05 19:09:06,door,13,START,RUNNING,Wood_Line_1,0,,0,,,,0,,0,,100.0,0.0,-76,Poor,Arduino
2026-05-05T22:09:10.439942,door,,ADVANCE,RUNNING,Edge Banding,,,,,,,,,,,,,,,Website
2026-05-05T22:09:11.123294,door,,ADVANCE,RUNNING,Sanding,,,,,,,,,,,,,,,Website
2026-05-05T22:09:11.692171,door,,ADVANCE,RUNNING,Veneer Stitcher,,,,,,,,,,,,,,,Website
2026-05-05T22:09:12.266093,door,,ADVANCE,RUNNING,Press,,,,,,,,,,,,,,,Website
2026-05-05T22:09:12.937595,door,,ADVANCE,RUNNING,Cleaning,,,,,,,,,,,,,,,Website
2026-05-05T22:09:13.497055,door,,ADVANCE,RUNNING,NC Doors,,,,,,,,,,,,,,,Website
2026-05-05T22:09:14.172962,door,,ADVANCE,RUNNING,Cross Sanding,,,,,,,,,,,,,,,Website
2026-05-05T22:09:14.796241,door,,ADVANCE,RUNNING,Paint,,,,,,,,,,,,,,,Website
